address,chanquannianxian,chanquanxingzhi,chaoxiang,chengshi,danjia,dianti,house_type,huxing,huxingjiegou,jianzhumianji,jianzhuniandai,link,louceng,lvhualv,quxian,rongjilv,title,wuyefeiyong,wuyeleixing,xiaoqu,zhuangxiu
金华公寓浮山所-南京路100号,70年产权;,个人产权,南北,,20120元/平米,无,,3室1厅2卫,信息缺失,167平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211434965_11264011x2411071081_164447044.htm,高层,25%,,7.29,"单价低,就读南京路,看房提前约",3.5元/平米·月,住宅                    ,金华公寓,中装修
琴岛山庄大学路-兴安支路7号,信息缺失,个人产权,南北,,43269元/平米,无,,2室1厅1卫,平层,104平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209825176_11676528x2411668605_165210220.htm,高层,35%,,1.8,琴岛山庄小区 南北通透全明户型 精装修 可以贷款,0.8元/平米·月,住宅                    ,琴岛山庄,精装修
天山小区天山-市南区宁国路33号,信息缺失,个人产权,南,,25245元/平米,有,,2室1厅1卫,平层,71.3平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212866212_11483329x2411596383_165049912.htm,高层,41%,,1.1,广电大厦 天山小区 全明户型 单价低 71平180万 诚心售,0.27元/平米·月,住宅                    ,天山小区,中装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,,29669元/平米,无,,2室1厅1卫,信息缺失,60.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212992678_11486676x2411595503_165333433.htm,高层,35%,,1.5,辛家庄区 三明南路 视野开阔 采光好,1.2元/平米·月,住宅                    ,辛家庄三小区,精装修
逍遥居大尧-大尧三路60号,70年产权;,商品房,南北,,20112元/平米,无,,3室2厅2卫,信息缺失,179平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212358143_12356485x2411647475_163698492.htm,中层,36%,,1.6,逍遥居 南北通透大套三 降30万 中楼层视野 价 随时看房,0.35元/平米·月,住宅                    ,逍遥居,精装修
福林小区大尧-大尧二路17号,信息缺失,个人产权,东,,24378元/平米,无,,2室1厅1卫,信息缺失,59.48平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212264130_11480555x2411632347_164453539.htm,低层,40%,,2,福林小区 单价低 南北卧户型 低楼层适合居住 刚需好房,0.4元/平米·月,住宅                    ,福林小区,精装修
海悦中心东海路-东海中路18号,70年产权;,个人产权,南北,,36397元/平米,有,,3室2厅2卫,平层,136平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212484657_11477349x2411012852_163988707.htm,高层,30%,,5,海悦 双南卧套三 海景 带电梯 金海如意大公鲁商,0.80元/平米·月,住宅                    ,海悦中心,精装修
康嘉国际公寓二轻新村-泰州路23号,信息缺失,个人产权,南,,32967元/平米,有,,2室2厅1卫,平层,91平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207592283_11480213x2411309663_164331209.htm,高层,30%,,2.9,"镇江路,康嘉国际公寓,南北卧南厅,通透方正",1.4元/平米·月,住宅                    ,康嘉国际公寓,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,,25728元/平米,无,,2室1厅1卫,平层,68.02平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212687362_11477912x2411595503_162498372.htm,高层,35%,,1.5,辛家庄区套二厅 非顶楼 仅2.57万 金门路 有钥匙,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
福林花园福州南路-大尧二路17号,70年产权;,个人产权,南北,,29298元/平米,无,,2室1厅1卫,平层,88.06平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209506622_11485604x2411633663_160565653.htm,中层,20%,,1,福林花园 南北卧东明厅 全明户型 3楼 位置好 满五年,0.3元/平米·月,住宅                    ,福林花园,精装修
凯金花园辛家庄-漳州一路40号,信息缺失,个人产权,暂无,,25056元/平米,无,,2室2厅1卫,平层,110.95平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212784397_11475803x2411666891_164640716.htm,低层,35%,,1.2,凯金花园 双南卧北明厅明厨明卫全明两居室,0.3元/平米·月,住宅                    ,凯金花园,精装修
辛家庄三小区辛家庄-宁夏路与燕儿岛路交汇处,70年产权;,商品房,南,,33182元/平米,无,,2室1厅1卫,平层,61.78平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210537490_11697482x2411595503_164580688.htm,中层,35%,,1.5,辛家庄区 低楼层好房 有钥匙 明厨明卫 欢迎,1.2元/平米·月,住宅                    ,辛家庄三小区,简装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,南北,,45833元/平米,无,,3室2厅2卫,信息缺失,144平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208484399_11488354x2411603145_162608820.htm,高层,46%,,1.9,新出金海广场 看54广场奥帆海景 超棒 省双税户型方正,1.2元/平米·月,住宅                    ,金海广场,精装修
海悦中心东海路-东海中路18号,70年产权;,个人产权,南北,,36471元/平米,有,,3室2厅2卫,平层,170平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212255608_11475413x2411012852_163988707.htm,高层,30%,,5,海悦 6号楼 双南卧南厅套三 海景 金海如意大公鲁商,0.80元/平米·月,住宅                    ,海悦中心,中装修
樱花园五四广场-东海西路20号,70年产权;,商品房,南北,,35889元/平米,无,,3室1厅1卫,信息缺失,118.42平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212999698_11238473x2411673919_165494487.htm,低层,35%,,1.6,樱花园 3室1厅 118平,0.8元/平米·月,住宅                    ,樱花园,精装修
金田公寓西镇-寿张路18号,信息缺失,商品房,南,,25823元/平米,无,,1室1厅1卫,信息缺失,61.96平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212979770_11496169x2411725197_166002107.htm,高层,0%,,信息缺失,金田公寓 1室1厅 61平,暂无资料,住宅                    ,金田公寓,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,个人产权,南,,27841元/平米,无,,2室2厅1卫,信息缺失,88平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212952960_11487976x2411255663_163813259.htm,中层,41%,,1.99,新出好房 锦绣华城 精装套二 南北通透 户型方正 看房有钥匙 M3号,1.48元/平米·月,住宅                    ,锦绣华城,精装修
东海路9号东海路-东海西路15号乙,70,个人产权,东南,,38339元/平米,有,,4室3厅3卫,信息缺失,313平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209072308_11242615x2411132903_160550199.htm,中层,25%,,8.95,有车位 东海路9号 A栋 高楼层 全海景 低于市价200万,9元/平米·月,住宅                    ,东海路9号,豪华装修
新昌路八大湖-新昌路4号,信息缺失,商品房,南,,26944元/平米,无,,2室1厅1卫,信息缺失,68.66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212923150_11663410x2411788075_162529617.htm,高层,36.5%,,信息缺失,广电大厦 新昌路 双南户型 业主诚心出售,暂无资料,住宅                    ,新昌路,精装修
依山雅居八大湖-福州北路80号,信息缺失,商品房,南北,,27957元/平米,无,,2室1厅1卫,信息缺失,93平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209989949_11273223x2411286983_165919459.htm,高层,39.5%,,2.5,精装修套二明厅 全明通透 带家具,1.2元/平米·月,住宅                    ,依山雅居,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,南,,30594元/平米,无,,3室2厅2卫,信息缺失,169.97平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212917906_11238632x2411097380_160502656.htm,高层,40.2%,,1.29,"颐中高山,精装大套三,满五年 高楼层视野好",1.4元/平米·月,住宅                    ,颐中高山,精装修
金海广场奥帆中心-澳门路136号,70年产权;,商品房,暂无,,44997元/平米,有,,3室2厅2卫,平层,148.9平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210772702_11485065x2411603145_165988218.htm,中层,46%,,1.9,金海广场 奥帆基地 南北通透 采光明亮 近五四广场 户型方正,1.2元/平米·月,住宅                    ,金海广场,精装修
锦绣华城二轻新村-延吉路117号,70年产权;,商品房,南,,27424元/平米,有,,1室1厅1卫,信息缺失,66平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212491693_11479224x2411255663_165190648.htm,中层,41%,,1.99,锦绣华城 精装套一 满五年 南向 采光好 户型方正 看房方便,1.48元/平米·月,住宅                    ,锦绣华城,精装修
海悦中心东海路-东海中路18号,70年产权;,个人产权,南北,,31452元/平米,有,,3室2厅2卫,平层,186平米,住宅                    ,http://esf.qd.fang.com/chushou/18_207822468_11487085x2411012852_165950052.htm,中层,30%,,5,市南奥帆旁东海路 婚房三居室海悦 改善 业主急售,0.80元/平米·月,住宅                    ,海悦中心,精装修
田家花园广电大厦-高田路66号,信息缺失,个人产权,暂无,,26587元/平米,有,,2室1厅1卫,平层,66.95平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208643752_11256399x2411596263_165049407.htm,中层,35.3%,,1.99,宁夏路八大湖 田家花园 中间楼层 西明厅全明户型 采光棒 着急卖,0.60元/平米·月,住宅                    ,田家花园,简装修
云南路小区火车站-云南路周边散盘,信息缺失,个人产权,暂无,,29513元/平米,无,,2室1厅1卫,平层,69.8平米,住宅                    ,http://esf.qd.fang.com/chushou/18_213099999_12285386x2411511823_166023215.htm,高层,25%,,3,云南路小区F 套二厅70平南向精装海景有车位206万,暂无资料,住宅                    ,云南路小区,简装修
新贵都A区浮山所-徐州路53号,70年产权;,个人产权,南,,28889元/平米,无,,1室1厅1卫,平层,45平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209855959_12175551x2411668625_160561871.htm,低层,40%,,4.6,新贵都A区 套一厅 采光好,0.7元/平米·月,住宅                    ,新贵都A区,中装修
东海路9号东海路-东海西路15号乙,70,商品房,南,,42857元/平米,无,,3室2厅2卫,信息缺失,210平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212548184_11480822x2411132903_164738428.htm,高层,25%,,8.95,奥帆基地 东海路9号.高层全海景船头户型.满五年出售,9元/平米·月,住宅                    ,东海路9号,精装修
银澳花园奥帆中心-珠海支路12号,信息缺失,个人产权,南北,,42113元/平米,无,,2室1厅1卫,平层,71平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212978748_11476008x2411666901_163988707.htm,高层,40%,,3,银澳花园 低楼层 套二 双南卧 采光好 过五省税 停车方便,1元/平米·月,住宅                    ,银澳花园,精装修
名都城福州南路-江西路113号,70年产权;,个人产权,南北,,32240元/平米,无,,4室2厅2卫,平层,160.67平米,住宅                    ,http://esf.qd.fang.com/chushou/18_199727160_11479689x2411070337_160172151.htm,高层,42%,,3.18,"市南楼盘,尽享都市繁华。",1.2元/平米·月,住宅                    ,名都城,精装修
台湾花园辛家庄-台湾路7号,70年产权;,个人产权,南北,,34741元/平米,无,,3室2厅2卫,信息缺失,135平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208507102_11685292x2411656411_164406074.htm,中层,35%,,1.79,封闭小区套三 三南卧 双卫,0.5元/平米·月,住宅                    ,台湾花园,中装修
福林花园福州南路-大尧二路17号,70年产权;,商品房,南,,37431元/平米,无,,4室2厅2卫,信息缺失,101.52平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212922939_11971733x2411633663_163583026.htm,高层,20%,,1,福林花园 绿楼 多层 顶加阁 省税 诚售 拎包住,0.3元/平米·月,住宅                    ,福林花园,精装修
颐中高山天山-旌德路26号,70年产权;,商品房,南北,,29730元/平米,有,,4室2厅2卫,平层,185平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211883653_12214864x2411097380_164051754.htm,中层,40.2%,,1.29,颐中高山 精装通透套四 安静舒适,1.4元/平米·月,住宅                    ,颐中高山,精装修
东海国际大厦八大关-汇泉路17号,信息缺失,商品房,东南,,26573元/平米,无,,2室1厅1卫,平层,143平米,住宅                    ,http://esf.qd.fang.com/chushou/18_210933385_11663775x2411070344_160313969.htm,高层,20%,,2.5,八大关 嘉峪关 汇泉路 东海国际大厦 套二厅 380万,暂无资料,住宅                    ,东海国际大厦,精装修
福林小区大尧-大尧二路17号,信息缺失,商品房,南北,,35247元/平米,无,,2室1厅1卫,平层,68.09平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212414337_12361680x2411632347_164190397.htm,低层,40%,,2,辛家庄小区 南北通透套二带30平院子 不靠路安静 只交契税,0.4元/平米·月,住宅                    ,福林小区,简装修
海信慧园湛山-延安三路202号,70年产权;,个人产权,南北,,45381元/平米,无,,3室2厅2卫,信息缺失,154.03平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211831996_11722323x2411013591_166002694.htm,中层,40%,,2.5,仅收一点五 市南海信慧园一期 多层二楼 封闭小区,0.5元/平米·月,住宅                    ,海信慧园,精装修
金艺大厦湛山-延安三路129号,信息缺失,商品房,南,,19620元/平米,无,,1室1厅1卫,信息缺失,79平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212996062_11271544x2411656385_166008983.htm,中层,0%,,信息缺失,市南区湛山实验59中套二厅精装修高层,暂无资料,住宅                    ,金艺大厦,精装修
大公海岸东海路-东海西路48号,70年产权;,个人产权,南北,,31818元/平米,有,,3室2厅2卫,平层,165平米,住宅                    ,http://esf.qd.fang.com/chushou/18_208561824_11480036x2411012851_162245314.htm,低层,55%,,2.28,大公海岸 南北通透 奥帆基地 出售 海信燕岛国际 柏丽澜庭,1.5元/平米·月,住宅                    ,大公海岸,精装修
云南路小区火车站-云南路周边散盘,信息缺失,商品房,东,,26667元/平米,无,,2室1厅1卫,平层,75平米,住宅                    ,http://esf.qd.fang.com/chushou/18_212752036_12230956x2411511823_165112227.htm,中层,25%,,3,云南路小区 中间楼层 南北通透 套二厅 带南北阳台 公摊小,暂无资料,住宅                    ,云南路小区,简装修
绿岛嘉园福州南路-青岛市南区福州南路16号,信息缺失,个人产权,南北,,28876元/平米,有,,3室2厅2卫,平层,169平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211132867_11484682x2411599147_160510965.htm,高层,30%,,2,绿岛嘉园 封闭小区 精装修 大套三 视野,1.2元/平米·月,住宅                    ,绿岛嘉园,精装修
福林花园福州南路-大尧二路17号,70年产权;,商品房,南,,29525元/平米,无,,2室1厅1卫,信息缺失,88.06平米,住宅                    ,http://esf.qd.fang.com/chushou/18_211355125_11485600x2411633663_165494796.htm,低层,20%,,1,福林花园 双南卧 中间楼层 视野开阔,0.3元/平米·月,住宅                    ,福林花园,精装修
新贵都浮山所-徐州路2号,70年产权;,个人产权,南,,32609元/平米,无,,2室1厅1卫,信息缺失,92平米,住宅                    ,http://esf.qd.fang.com/chushou/18_209690461_11495195x2411012856_164154729.htm,高层,40%,,4.6,"中,介费1点5 新贵都一期 小高层带电梯 看海过五惟一",0.4元/平米·月,住宅                    ,新贵都,精装修
